KEGG;NAME;ENZYME;IAFMODEL;UMBBD;CODE
R06922;;5.3.99.0;None;None;C(O(H)C(O(H)O))(C(H)(C(H)(C(C(H)(C(H)(C(H)(C(C(O(H)O))(C(O(){1}){4})))))<4>)))<1><=>C(H)(C(H)(C(C(HC(HC(OC(O(H)O)))))(C(O(H))(C(C(O(H)O))(C(H)(){1})))))<1>
R06604;;;None;None;C(O(H)C(O(H)O))(C(N(HC(ON(H2))))(N(C(O)(N(H)(){1}))))<1><=>C(HN(HC(ON(H2))))(C(O)(N(H)(C(O)(N(H)(){1}))))<1>
R06605;;;None;None;C(O(H)C(O(H)O))(C(N(HC(ON(H2))))(N(C(O)(N(H)(){1}))))<1><=>C(HN(HC(ON(H2))))(C(O)(N(H)(C(O)(N(H)(){1}))))<1>
R05063;;4.1.3.0;None;None;C(O(H)C(O(H)O)C(H2C(O(H)O))C(H2C(H2C(H3))))<=>(C(H2C(H2C(H3)))C(OC(O(H)O)))+(C(OC(H3))S(CoA))
R00351;Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -> acetyl-CoA)|;2.3.3.1|2.3.3.3;None;None;C(O(H)C(O(H)O)C(H2C(O(H)O))C(H2C(O(H)O)))<=>(C(H2C(O(H)O))C(OC(O(H)O)))+(C(OC(H3))S(CoA))
R00352;ATP:citrate oxaloacetate-lyase ((pro-3S)-CH2COO- ->acetyl-CoA)|;2.3.3.8;None;None;C(O(H)C(O(H)O)C(H2C(O(H)O))C(H2C(O(H)O)))<=>(C(H2C(O(H)O))C(OC(O(H)O)))+(C(OC(H3))S(CoA))
R00362;Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate)|;4.1.3.6;None;None;C(O(H)C(O(H)O)C(H2C(O(H)O))C(H2C(O(H)O)))<=>(C(H2C(O(H)O))C(OC(O(H)O)))+C(O(H)OC(H3))
R01322;Citrate:CoA ligase (ADP-forming)|;6.2.1.18;None;None;C(O(H)C(O(H)O)C(H2C(O(H)O))C(H2C(O(H)O)))<=>(C(H2C(S(CoA)O))C(O(H)C(O(H)O)C(H2C(O(H)O))))
R01325;Citrate hydro-lyase|;4.2.1.3|4.2.1.4;None;None;C(O(H)C(O(H)O)C(H2C(O(H)O))C(H2C(O(H)O)))<=>C(C(O(H)O)C(HC(O(H)O))C(H2C(O(H)O)))
R01324;Citrate hydro-lyase|;4.2.1.3;None;None;C(O(H)C(O(H)O)C(H2C(O(H)O))C(H2C(O(H)O)))<=>C(HC(O(H)O)C(HO(H)C(O(H)O))C(H2C(O(H)O)))
R00931;2-Methylcitrate oxaloacetate-lyase|;2.3.3.5;None;None;C(O(H)C(O(H)O)C(HC(O(H)O)C(H3))C(H2C(O(H)O)))<=>(C(H2C(O(H)O))C(OC(O(H)O)))+C(S(CoA)OC(H2C(H3)))
R04424;2-Hydroxybutane-1,2,3-tricarboxylate hydro-lyase|;4.2.1.79;None;None;C(O(H)C(O(H)O)C(HC(O(H)O)C(H3))C(H2C(O(H)O)))<=>C(C(O(H)O)C(H2C(O(H)O))C(C(O(H)O)C(H3)))
R04167;2-Carboxy-D-arabinitol-1-phosphate 1-phosphohydrolase|;3.1.3.63;None;None;C(O(H)C(O(H)O)C(HO(H)C(HO(H)C(H2O(H))))C(H2O(P(O(H)O(H)O))))<=>C(HO(H)C(O(H)C(O(H)O)C(H2O(H)))C(HO(H)C(H2O(H))))
R05069;(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)|;1.1.1.86|5.4.99.3;None;None;C(O(H)C(OC(H3))C(O(H)O)C(H2C(H3)))<=>(C(O(H)C(H3)C(H2C(H3)))C(OC(O(H)O)))
R00006;2-Acetolactate pyruvate-lyase (carboxylating)|;2.2.1.6;None;None;C(O(H)C(OC(H3))C(O(H)O)C(H3))<=>(2)(C(O(H)O)C(OC(H3)))
R00226;(S)-2-Acetolactate pyruvate-lyase (carboxylating)|;2.2.1.6;None;None;C(O(H)C(OC(H3))C(O(H)O)C(H3))<=>(2)(C(O(H)O)C(OC(H3)))
R02947;2-Acetolactate carboxy-lyase|;4.1.1.5;None;None;C(O(H)C(OC(H3))C(O(H)O)C(H3))<=>(C(HO(H)C(H3))C(OC(H3)))
R02948;(S)-2-Hydroxy-2-methyl-3-oxobutanoate carboxy-lyase|;4.1.1.5;None;None;C(O(H)C(OC(H3))C(O(H)O)C(H3))<=>(C(HO(H)C(H3))C(OC(H3)))
R03051;2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)|;1.1.1.86;None;None;C(O(H)C(OC(H3))C(O(H)O)C(H3))<=>C(HO(H)C(O(H)O)C(O(H)C(H3)C(H3)))
R03052;2-Acetolactate methylmutase|;5.4.99.3;None;None;C(O(H)C(OC(H3))C(O(H)O)C(H3))<=>C(OC(O(H)O)C(O(H)C(H3)C(H3)))
R05071;(S)-2-Acetolactate methylmutase|;1.1.1.86|5.4.99.3;None;None;C(O(H)C(OC(H3))C(O(H)O)C(H3))<=>C(OC(O(H)O)C(O(H)C(H3)C(H3)))
R02490;Citramalyl-CoA hydro-lyase|;4.2.1.56;None;None;C(O(H)C(S(CoA)O)C(H3)C(H2C(O(H)O)))<=>C(H2C(S(CoA)O)C(C(O(H)O)C(H2)))
R03546;Cyanate C-N-lyase|;4.2.1.104;None;None;C(O(H)N)<=>C(O(H)ON(H2))
R00132;Carbonic acid hydro-lyase|;4.2.1.1;None;None;C(O(H)O(H)O)<=>
R05508;;2.8.3.1;None;None;C(O(H)OC(H3))+C(S(CoA)OC(HO(H)C(H3)))<=>(C(HO(H)C(H3))C(O(H)O))+(C(OC(H3))S(CoA))
R04449;Acetate:citrate-(pro-3S)-lyase(thiol-form) ligase (AMP-forming)|;6.2.1.22;None;None;C(O(H)OC(H3))<=>
R00229;Acetate:CoA ligase (ADP-forming)|;6.2.1.13;None;None;C(O(H)OC(H3))<=>(C(OC(H3))S(CoA))
R00235;Acetate:CoA ligase (AMP-forming)|;6.2.1.1;None;None;C(O(H)OC(H3))<=>(C(OC(H3))S(CoA))
R00316;Acetate:CoA ligase (AMP-forming)|;6.2.1.1;None;None;C(O(H)OC(H3))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(H)O(C(OC(H3)))O))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R00315;ATP:acetate phosphotransferase|;2.7.2.1;None;None;C(O(H)OC(H3))<=>O(P(O(H)O(H)O)C(OC(H3)))
R00320;Pyrophosphate:acetate phosphotransferase|;2.7.2.12;None;None;C(O(H)OC(H3))<=>O(P(O(H)O(H)O)C(OC(H3)))
R01395;ATP:carbamate phosphotransferase|;2.7.2.2;None;None;C(O(H)ON(H2))<=>O(P(O(H)O(H)O)C(ON(H2)))
R03979;;3.1.8.1;None;None;C(O(P(O(R)O(R)O)))(C(R)(C(R)(C(R)(C(R)(C(R)(){1})))))<1><=>C(O(H))(C(R)(C(R)(C(R)(C(R)(C(R)(){1})))))<1>+P(O(R)O(R)O(H)O)
R04191;alpha-Amino-acid-ester aminoacylhydrolase|;3.1.1.43;None;None;C(O(R)OC(HRN(H2)))<=>(C(HRN(H2))C(O(H)O))+(O(H)R)
R01011;ATP:glycerone phosphotransferase|;2.7.1.29;None;None;C(OC(H2O(H))C(H2O(H)))<=>C(H2O(P(O(H)O(H)O))C(OC(H2O(H))))
R05735;acetone:carbon-dioxide ligase (AMP-forming)|;6.4.1.6;None;None;C(OC(H3)C(H3))<=>C(H2C(OC(H3))C(O(H)O))
R01550;Propan-2-ol:NADP+ oxidoreductase|;1.1.1.80;None;None;C(OC(H3)C(H3))<=>C(HO(H)C(H3)C(H3))
R01085;3-Fumarylpyruvate acylhydrolase|;3.7.1.5;None;None;C(OC(HC(HC(O(H)O)))C(H2C(OC(O(H)O))))<=>(C(HC(O(H)O))C(HC(O(H)O)))+(C(O(H)O)C(OC(H3)))
R03868;3-Maleylpyruvate cis-trans-isomerase|;5.2.1.4;None;None;C(OC(HC(HC(O(H)O)))C(H2C(OC(O(H)O))))<=>C(OC(HC(HC(O(H)O)))C(H2C(OC(O(H)O))))
R06414;2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase|;2.3.1.0;None;None;C(OC(HC(S(CoA)O)C(H3))C(H2C(C(HC(H3)C(H3))C(H2))))<=>C(H2C(S(CoA)O)C(C(HC(H3)C(H3))C(H2)))+C(S(CoA)OC(H2C(H3)))
R02263;L-Rhamnulose-1-phosphate lactaldehyde-lyase|;4.1.2.19;None;None;C(OC(HO(H)C(HO(H)C(HO(H)C(H3))))C(H2O(P(O(H)O(H)O))))<=>(C(HO(H)C(H3))C(HO))+C(H2O(P(O(H)O(H)O))C(OC(H2O(H))))
R06012;;3.2.1.18;None;None;C(OC(O(H)O)C(H2C(H3)))<=>(C(H2C(HC(H3)C(H3)))C(HN(H2)C(O(H)O)))+C(H2)(C(HO(H))(C(HN(HC(OC(H3))))(C(HC(HO(H)C(HO(H)C(H2O(H)))))(O(C(O(H)C(O(H)O))(){1})))))<1>
R00994;;;None;None;C(OC(O(H)O)C(H2C(H3)))<=>(C(HC(O(H)O)C(H3))C(HO(H)C(O(H)O)))
R00995;;;None;None;C(OC(O(H)O)C(H2C(H3)))<=>(C(HC(O(H)O)C(H3))C(OC(O(H)O)))
R00993;;;None;None;C(OC(O(H)O)C(H2C(H3)))<=>(C(OC(H2C(H3)))O(P(O(H)O(H)O)))
R06004;;3.2.1.52;None;None;C(OC(O(H)O)C(H2C(H3)))<=>C(H)(C(H)(C(H)(C(N(H2))(C(C(O(H)O))(C(H)(){1})))))<1>+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HN(HC(OC(H3))))(C(HO(H))(O(){1})))))<1>
R06987;Acetyl-CoA:formate C-acetyltransferase|;2.3.1.54;None;None;C(OC(O(H)O)C(H2C(H3)))<=>C(HO(H)O)+C(S(CoA)OC(H2C(H3)))
R01199;2-oxobutanoate:ferredoxin 2-oxidoreductase (CoA-propionylating)|;1.2.7.1|1.2.7.2;None;None;C(OC(O(H)O)C(H2C(H3)))<=>C(S(CoA)OC(H2C(H3)))
R01393;Hydroxypyruvate carboxy-lyase|;4.1.1.40;None;None;C(OC(O(H)O)C(H2O(H)))<=>(C(H2O(H))C(HO))
R01390;;;None;None;C(OC(O(H)O)C(H2O(H)))<=>(C(O(H)C(O(H)O))C(O(H)C(O(H)O)))
R01394;Hydroxypyruvate ketol-isomerase|;5.3.1.22;None;None;C(OC(O(H)O)C(H2O(H)))<=>C(HO(H)C(O(H)O)C(HO))
R03105;3-Mercaptopyruvate:cyanide sulfurtransferase|;2.8.1.2;None;None;C(OC(O(H)O)C(H2S(H)))+S(O(H)O(H)O)<=>(C(O(H)O)C(OC(H3)))+S(S(H)O(H)OO)
R01210;3-Methyl-2-oxobutanoate:NAD+ oxidoreductase|;1.2.1.25;None;None;C(OC(O(H)O)C(HC(H3)C(H3)))<=>C(S(CoA)OC(HC(H3)C(H3)))
R00321;Acetamide amidohydrolase|;3.5.1.4;None;None;C(ON(H2)C(H3))<=>C(O(H)OC(H3))
R00131;Urea amidohydrolase|;3.5.1.5;None;None;C(ON(H2)N(H2))<=>
R00778;Urea hydro-lyase|;4.2.1.69;None;None;C(ON(H2)N(H2))<=>C(N(H2)N)
R00774;Urea:carbon-dioxide ligase (ADP-forming)|;6.3.4.6;None;None;C(ON(H2)N(H2))<=>N(HC(ON(H2))C(O(H)O))
R05173;2-Aryl-2-methylmalonate carboxy-lyase|;4.1.1.76;None;None;C(RC(O(H)O)C(O(H)O)C(H3))<=>(C(HRC(H3))C(O(H)O))
R06138;;3.5.3.5|3.5.3.6|3.5.3.9|3.5.3.12;None;None;C(RN(H2)N(H))<=>(0)C(RON(H2))
R02829;;;None;None;C(RN)<=>(C(N)C(RRO(H)))
R00540;Nitrile aminohydrolase|;3.5.5.1|3.5.5.2|3.5.5.5|3.5.5.7;None;None;C(RN)<=>C(RO(H)O)
R02744;;3.1.1.5;None;None;C(RO(H)O)+P(O(H)O(C(H2C(HO(H)C(H2O(H)))))O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O)<=>(O(C(H2C(HO(C(RO))C(H2O(H)))))P(O(H)O(C(H2C(H2N[+1](C(H3)C(H3)C(H3)))))O))
R01347;Fatty acid:oxygen 1-oxidoreductase|;1.14.15.3;None;None;C(RO(H)O)<=>(C(H2O(H))C(O(H)O))
R01348;Fatty acid:oxygen 1-oxidoreductase|;1.14.15.3;None;None;C(RO(H)O)<=>(C(H2O(H))C(O(H)O))
R04121;Fatty acid,reduced-flaboprotein:oxygen oxidoreductaseor -epoxidizing)|;1.14.14.1;None;None;C(RO(H)O)<=>C(HO(H)C(O(H)O)C(H2R))
R02828;Monocarboxylic acid amide hydro-lyase|;4.2.1.84;None;None;C(RON(H2))<=>C(RN)
R03909;Monocarboxylic acid amide amidohydrolase|;3.5.1.4;None;None;C(RON(H2))<=>C(RO(H)O)
R06134;;3.5.1.1|3.5.1.2|3.5.1.3|3.5.1.4;None;None;C(RON(H2))<=>C(RO(H)O)
R04224;(S)-3-Hydroxyisobutyryl-CoA hydro-lyase|;4.2.1.17;None;None;C(S(CoA)OC(C(H3)C(H2)))<=>(C(HC(H3)C(H2O(H)))C(S(CoA)O))
R01859;Propanoyl-CoA:carbon-dioxide ligase (ADP-forming)|;6.4.1.3;None;None;C(S(CoA)OC(H2C(H3)))<=>(C(HC(O(H)O)C(H3))C(S(CoA)O))
R00921;acetyl-CoA:phosphate acetyltransferase|;2.3.1.8;None;None;C(S(CoA)OC(H2C(H3)))<=>(C(OC(H2C(H3)))O(P(O(H)O(H)O)))
R00919;;1.3.1.0;None;None;C(S(CoA)OC(H2C(H3)))<=>C(S(CoA)OC(HC(H2)))
R00924;Propanoyl-CoA:(acceptor) 2,3-oxidoreductase|;1.3.99.3;None;None;C(S(CoA)OC(H2C(H3)))<=>C(S(CoA)OC(HC(H2)))
R04432;Propanoyl-CoA:(acceptor) 2,3-oxidoreductase|;1.3.99.3;None;None;C(S(CoA)OC(H2C(H3)))<=>C(S(CoA)OC(HC(H2)))
R02663;;;None;None;C(S(CoA)OC(HC(H3)C(H3)))<=>
R01181;2-Methylpropanoyl-CoA CoA-carbonylmutase|;5.4.99.13;None;None;C(S(CoA)OC(HC(H3)C(H3)))<=>(C(H2C(H2C(H3)))C(S(CoA)O))
R02660;2-Methylpropanoyl-CoA:(acceptor) 2,3-oxidoreductase|;1.3.99.2;None;None;C(S(CoA)OC(HC(H3)C(H3)))<=>C(S(CoA)OC(C(H3)C(H2)))
R02661;2-Methylpropanoyl-CoA:(acceptor) 2,3-oxidoreductase|;1.3.99.3|1.3.99.12;None;None;C(S(CoA)OC(HC(H3)C(H3)))<=>C(S(CoA)OC(C(H3)C(H2)))
R02963;Lactoyl-CoA hydro-lyase|;4.2.1.54;None;None;C(S(CoA)OC(HO(H)C(H3)))<=>C(S(CoA)OC(HC(H2)))
R04729;(2S)-2-Methylacyl-CoA 2-epimerase|;5.1.99.4;None;None;C(S(CoA)OC(HRC(H3)))<=>C(S(CoA)OC(HRC(H3)))
R01908;Oxalyl-CoA carboxy-lyase|;4.1.1.8;None;None;C(S(CoA)OC(O(H)O))<=>(C(HO)S(CoA))
R05780;thiocyanate aminohydrolase|;3.5.5.8;None;None;C(S(H)N)<=>C(SO)+O(H2)
R01142;Methane,NADH:oxygen oxidoreductase (hydroxylating)|;1.14.13.25;None;None;C<=>(C(H3)O(H))
R01143;Methane,NADPH:oxygen oxidoreductase (hydroxylating)|;1.14.13.25;None;None;C<=>(C(H3)O(H))
R03575;Chlorite:acceptor oxidoreductase|;1.97.1.1;None;None;Cl[+4](O(H)OO)<=>Cl[+2](O(H)O)
R05318;Ferrocytochrome-c:Fe3+ oxidoreductase|;1.9.99.1;None;None;Fe[+3]<=>Fe[+2]
R02807;Hg:NADP+ oxidoreductase|;1.16.1.1;None;None;Hg<=>Hg[+2]
R05382;Triethanolamine Diethanolamine-lyase|;4.3.3.0;None;None;N(C(H2C(H2O(H)))C(H2C(H2O(H)))C(H2C(H2O(H))))<=>C(HOC(H3))+N(HC(H2C(H2O(H)))C(H2C(H2O(H))))
R02511;Trimethylamine:(acceptor) oxidoreductase (demethylating)|;1.5.8.2;None;None;N(C(H3)C(H3)C(H3))<=>(C(H2)O)+N(HC(H3)C(H3))
R02559;NADH:trimethylamine-N-oxide oxidoreductase|;1.6.6.9;None;None;N(C(H3)C(H3)C(H3))<=>N[+1](O(H)C(H3)C(H3)C(H3))
R02560;NADH:trimethylamine-N-oxide oxidoreductase|;1.6.6.9;None;None;N(C(H3)C(H3)C(H3))<=>N[+1](O(H)C(H3)C(H3)C(H3))
R05623;;1.14.13.0;None;None;N(C(H3)C(H3)C(H3))<=>N[+1](O(H)C(H3)C(H3)C(H3))
R06724;;;None;None;N(HC(H2C(H2C(H2C(H2N(H2)))))C(H2C(H2C(H2C(H2N(H2))))))<=>C(H2)(C(H2)(C(H)(C(HC(H2O(H)))(C(H2)(C(H2)(N(C(H2)(){1}){3}))))<3>))<1>
R01588;Dimethylamine:(acceptor) oxidoreductase|;1.5.8.1;None;None;N(HC(H3)C(H3))<=>(C(H2)O)+(C(H3)N(H2))
R00368;N-(Carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming)|;1.5.1.22;None;None;N(HC(HC(O(H)O)C(H3))C(H2C(O(H)O)))<=>(C(H2N(H2))C(O(H)O))+(C(O(H)O)C(OC(H3)))
R00398;2,2'-Iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)|;1.5.1.17;None;None;N(HC(HC(O(H)O)C(H3))C(HC(O(H)O)C(H3)))<=>(C(HN(H2)C(H3))C(O(H)O))+(C(O(H)O)C(OC(H3)))
R01086;N-(L-Argininosuccinate) arginie-lyase|;4.3.2.1;None;None;N(HC(N(HC(HC(O(H)O)C(H2C(O(H)O))))N(H))C(H2C(H2C(H2C(HN(H2)C(O(H)O))))))<=>(C(HC(O(H)O))C(HC(O(H)O)))+C(H2C(H2N(HC(N(H2)N(H))))C(H2C(HN(H2)C(O(H)O))))
R00059;N-(6-Aminohexanoyl)-6-aminohexanoate amidohydrolase|;3.5.1.46;None;None;N(HC(OC(H2C(H2C(H2C(H2C(H2N(H2)))))))C(H2C(H2C(H2C(H2C(H2C(O(H)O)))))))<=>(2)(C(H2C(H2C(H2N(H2))))C(H2C(H2C(O(H)O))))
R03956;Glutathione:poly(4-glutamyl-cysteinyl)glycine|;2.3.2.15;None;None;N(HC(OC(H2C(H2C(HN(H*)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))+N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))<=>(C(H2N(H2))C(O(H)O))+N(HC(OC(H2C(H2C(HN(H*)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))
R07118;;;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(H2C(H2O(H)))))))<=>C(H2S(C(H2C(H2O(H))))C(HN(HC(OC(H3)))C(O(H)O)))
R07120;;;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(H2C(HO))))))<=>N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(H2C(H2O(H)))))))
R07114;;;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(H2C(HO))))))<=>S(C(H2C(O(H)O))C(H2C(O(H)O)))
R07115;;;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(H2C(HO))))))<=>S(OC(H2C(O(H)O))C(H2C(O(H)O)))
R07094;2-(S-Glutathionyl)acetyl chloride:glutathione R-transferase|;2.5.1.18;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(H2C(OCl))))))+N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))<=>(C(H2S(C(H2C(HN(HC(OC(H2C(H2C(HN(H2)C(O(H)O))))))C(ON(HC(H2C(O(H)O))))))))C(S(C(H2C(HN(HC(OC(H2C(H2C(HN(H2)C(O(H)O))))))C(ON(HC(H2C(O(H)O)))))))O))
R07097;;;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(H2C(OCl))))))<=>N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(H2C(O(H)O))))))
R06983;S-(hydroxymethyl)glutathione dehydrogenase|;1.1.1.284;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(H2O(H))))))<=>N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(HO)))))
R00527;S-Formylglutathione hydrolase|;3.1.2.12;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(HO)))))<=>C(HO(H)O)+N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))
R01736;S-(2-Hydroxyacyl)glutathione hydrolase|;3.1.2.6;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(OC(HO(H)C(H3)))))))<=>(C(HO(H)C(H3))C(O(H)O))+N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))
R02530;(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing)|;4.4.1.5;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(OC(HO(H)C(H3)))))))<=>(C(HO)C(OC(H3)))+N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))
R04090;S-(2-Hydroxyacyl)glutathione hydrolase|;3.1.2.6;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(OC(HRO(H)))))))<=>(C(HRO(H))C(O(H)O))+N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))
R00547;S-Acylglutathione hydrolase|;3.1.2.7;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(C(RO)))))<=>C(RO(H)O)+N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))
R00498;NADPH:CoA-glutathione oxidoreductase|;1.8.1.10;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))<=>(C(OC(H2C(H2C(HN(H2)C(S(CoA)O)))))N(HC(HC(ON(HC(H2C(O(H)O))))C(H2S(H)))))
R05714;glutathione:NADP+ oxidoreductase (CoA-acylating)|;1.8.1.10;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))<=>(C(OC(H2C(H2C(HN(H2)C(S(CoA)O)))))N(HC(HC(ON(HC(H2C(O(H)O))))C(H2S(H)))))
R00494;;2.3.2.2|3.4.11.4;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))<=>(C(OC(HN(H2)C(H2S(H))))N(HC(H2C(O(H)O))))+C(H2C(HN(H2)C(O(H)O))C(H2C(O(H)O)))
R03522;RX:glutathione R-transferase|;2.5.1.18;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(H))))<=>N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(R))))
R03916;(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase|;2.3.2.2;None;None;N(HC(OC(H2C(H2C(HN(H2)C(O(H)O)))))C(HC(ON(HC(H2C(O(H)O))))C(H2S(R))))<=>C(H2C(HN(H2)C(O(H)O))C(H2C(O(H)O)))+C(ON(HC(H2C(O(H)O)))C(HN(H2)C(H2S(R))))
R05049;N2-Succinyl-L-glutamate 5-semialdehyde:NAD+ oxidoreductase|;1.2.1.24|1.2.1.0;None;None;N(HC(OC(H2C(H2C(O(H)O))))C(HC(O(H)O)C(H2C(H2C(HO)))))<=>N(HC(OC(H2C(H2C(O(H)O))))C(HC(O(H)O)C(H2C(H2C(O(H)O)))))
R00411;;3.5.1.0;None;None;N(HC(OC(H2C(H2C(O(H)O))))C(HC(O(H)O)C(H2C(H2C(O(H)O)))))<=>(C(H2C(O(H)O))C(H2C(O(H)O)))+C(H2C(HN(H2)C(O(H)O))C(H2C(O(H)O)))
R04239;Peptidyl-L-lysyl-peptide:oxygen 6-oxidoreductase (deaminating)|;1.4.3.13;None;None;N(HC(OC(HN(HC(OC(HRN(HC(OC(HRN(H2)))))))C(H2C(H2C(H2C(H2N(H2)))))))C(HRC(ON(HC(HRC(ON(HC(HRC(O(H)O)))))))))<=>N(HC(OC(HN(HC(OC(HRN(HC(OC(HRN(H2)))))))C(H2C(H2C(H2C(HO))))))C(HRC(ON(HC(HRC(ON(HC(HRC(O(H)O)))))))))
R03035;ATP:pantetheine-4'-phosphate adenylyltransferase|;2.7.7.3;None;None;N(HC(OC(HO(H)C(C(H3)C(H3)C(H2O(P(O(H)O(H)O))))))C(H2C(H2C(ON(HC(H2C(H2S(H))))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(C(H2C(C(HO(H)C(ON(HC(H2C(H2C(ON(HC(H2C(H2S(H))))))))))C(H3)C(H3))))O))O(H)O))))(O(){1})))N(C(H)(N(C(C(N(C(H)(N(C(N(H2))(){5})))){2})<5>)))<2>)<1>
R03269;N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase|;4.1.1.36;None;None;N(HC(OC(HO(H)C(C(H3)C(H3)C(H2O(P(O(H)O(H)O))))))C(H2C(H2C(ON(HC(HC(O(H)O)C(H2S(H))))))))<=>N(HC(OC(HO(H)C(C(H3)C(H3)C(H2O(P(O(H)O(H)O))))))C(H2C(H2C(ON(HC(H2C(H2S(H))))))))
R03874;Peptidylamidoglycolate peptidylamide-lyase|;4.3.2.5;None;None;N(HC(OC(HRN(HC(OC(H2O(H))))))C(HRC(ON(HC(HRC(O(H)O))))))<=>(C(HO)C(O(H)O))+(C(HRC(ON(HR)))N(HC(OC(HRN(H2)))))
R05172;N-(Aminomethyl)urea aminohydrolase|;3.5.3.21;None;None;N(HC(ON(H2))C(H2N(H2)))<=>N(HC(ON(H2))C(H2O(H)))
R00005;Urea-1-carboxylate amidohydrolase|;3.5.1.54;None;None;N(HC(ON(H2))C(O(H)O))<=>
R05562;Biuret amidohydrolase|;3.5.1.84;None;None;N(HC(ON(H2))C(ON(H2)))<=>C(ON(H2)N(H2))
